idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
274,167.7,0.095,0.26,40.77,4.86,0.3339,0.0563,0.8112,,1
275,258.2,0.446,0.448,48.02,8.38,0.7038,0.0971,0.7655,,1
276,510.2,0.027,0.987,22.43,18.49,-0.1957,0.2143,0.3585,,1
277,307.9,0.555,0.191,44.39,3.57,0.4195,0.0414,0.8381,,1
278,232.7,1.543,0.281,18.73,5.26,0.29,0.061,0.683,,1
279,349.4,1.075,0.432,21.96,8.09,0.4557,0.0937,0.494,,1
280,477.1,0.871,0.53,-9.13,9.93,0.2672,0.1151,0.4276,,1
281,440.8,0.933,0.194,34.65,3.63,0.5245,0.042,0.8131,,1
282,675.3,-1.683,1.434,6.85,26.87,-0.428,0.3113,0.157,,0
283,329.6,2.187,0.512,26.72,9.59,0.1526,0.1111,0.1538,,0
284,14.1,-0.168,1.269,-69.69,23.78,-0.7331,0.2755,0.1679,,0
285,62.8,0.423,0.485,49.06,9.09,0.5284,0.1053,0.6404,,1
286,397.8,-0.172,1.645,16.18,30.8,-0.4734,0.3569,0.0994,,0
287,358.6,-0.348,0.924,-84.38,17.31,-1.2904,0.2005,0.1132,,0
288,236.9,0.136,1.259,8.04,23.57,-0.5589,0.2731,0.0669,,0
289,472.9,-0.268,0.595,-9.38,11.14,0.3776,0.1291,0.4558,,1
290,665.9,-1.638,1.362,5.8,25.51,-0.2957,0.2955,0.1836,,0
291,367.6,1.223,0.466,31.68,8.73,0.1595,0.1011,0.4408,,1
292,598.9,0.045,0.56,43.6,10.49,0.4395,0.1215,0.5354,,1
293,481.5,1.916,0.194,34.47,3.64,0.3348,0.0421,0.812,,1
294,337.4,-0.092,1.2,-42.82,22.48,-0.7613,0.2605,0.1238,,0
295,56.4,-1.384,1.106,-12.47,20.72,-0.6462,0.2401,0.0944,,0
296,202.9,-0.47,1.183,8.9,22.16,-0.6851,0.2568,0.1383,,0
297,312.4,0.473,0.981,-77.58,18.38,-1.261,0.2129,0.1775,,0
298,245.9,1.254,0.241,30.25,4.51,0.2876,0.0522,0.7276,,1
299,310.5,1.022,0.389,22.91,7.29,0.3989,0.0845,0.5663,,1
300,428.8,1.101,1.322,-51.73,24.76,-0.3939,0.2869,0.0562,,0
301,195.3,1.666,0.26,27.82,4.88,0.3315,0.0565,0.6797,,1
302,493.2,-0.036,0.245,51.81,4.59,0.5712,0.0531,0.7097,,1
303,423.6,1.194,0.157,21.1,2.93,0.4198,0.034,0.8795,,1
304,197.6,-0.155,0.541,54.92,10.13,0.3937,0.1174,0.117,,0
305,54.5,0.019,0.465,50.57,8.71,0.8677,0.1009,0.5208,,1
306,5.6,-0.425,1.308,-49.94,24.5,-0.619,0.2839,0.0509,,0
307,658.6,-1.61,1.358,6.37,25.44,-0.2688,0.2947,0.1664,,0
308,359.9,-1.123,0.371,34.19,6.95,0.4126,0.0805,0.5336,,1
309,458.5,0.215,0.251,35.27,4.7,0.2611,0.0545,0.7294,,1
310,314.6,0.923,0.174,5.75,3.26,0.3225,0.0377,0.8516,,1
311,390.4,-0.184,1.696,9.32,31.77,-0.332,0.3681,0.2109,,0
312,319.7,-0.315,1.174,-78.65,21.98,-1.3591,0.2547,0.1347,,0
